ClaimID,AccidentDate,ReportDate,TransactionDate,TransactionAmount
CLM-10729,2023-05-19,2023-07-10,2023-12-02,19152.11
CLM-10517,2020-05-02,2020-06-19,2021-02-26,15348.73
CLM-10470,2022-01-27,2022-03-29,2022-01-10,-11624.17
CLM-10579,2020-07-05,2020-08-15,2021-02-28,18709.45
CLM-10691,2021-02-13,2021-03-26,2021-08-19,22012.84
CLM-10502,2021-03-22,2021-05-05,2021-06-20,24581.03
CLM-10285,2020-12-02,2021-02-21,2021-05-28,37777.72
CLM-10740,2022-08-24,2022-10-06,2023-04-29,3163.53
CLM-10489,2021-06-29,2021-07-21,2022-04-25,-4843.65
CLM-10169,2021-03-20,2021-04-11,2022-06-15,33591.5
CLM-10046,2020-05-07,2020-07-18,2020-08-28,-6682.65
CLM-10266,2022-06-30,2022-08-20,2023-02-16,18977.36
CLM-10536,2024-09-19,2024-11-22,2025-04-08,36151.49
CLM-10547,2020-11-28,2021-02-13,2021-09-03,-11866.45
CLM-10449,2021-03-25,2021-05-31,2022-01-08,71375.27
CLM-10721,2022-05-11,,2024-05-12,75414.8
CLM-10060,2023-02-13,2023-03-14,2023-11-06,58003.17
CLM-10726,2021-09-17,2021-11-10,2022-04-25,12200.9
CLM-10013,2022-08-29,2022-11-06,2023-11-21,53724.85
CLM-10198,2021-04-17,2021-07-06,2021-10-06,51187.48
CLM-10106,2021-12-04,2022-01-01,2023-05-09,52672.14
CLM-10050,2023-10-05,2023-10-07,2024-09-03,50254.47
CLM-10642,2021-04-07,,2021-04-29,42424.24
CLM-10771,2022-08-19,2022-09-08,2024-05-19,36462.74
CLM-10383,2023-06-20,2023-07-10,2024-06-09,57149.77
CLM-10188,2020-04-03,2020-05-28,2020-08-29,35279.07
CLM-10109,2020-09-29,2020-10-24,2022-02-14,56604.69
CLM-10206,2022-09-16,2022-12-11,2023-04-24,12081.98
CLM-10525,2020-01-15,2020-02-13,2020-05-06,44149.2
CLM-10722,2021-08-07,2021-09-22,2022-04-20,57420.52
CLM-10709,2020-11-01,2021-01-16,2021-02-01,75192.69
CLM-10308,2023-06-13,2023-08-18,2024-01-12,32424.43
CLM-10764,2022-11-07,2023-02-03,2024-03-27,20379.98
CLM-10380,2021-11-25,2022-02-02,2022-08-08,34453.74
CLM-10612,2023-03-20,2023-04-13,2023-07-24,14037.94
CLM-10401,2022-06-07,2022-08-10,2023-12-13,84039.81
CLM-10348,2024-09-14,2024-09-30,2025-04-19,81844.27
CLM-10299,2024-06-04,2024-07-08,2025-01-22,-16450.85
CLM-10550,2024-03-14,2024-04-23,2024-09-09,24229.09
CLM-10524,2021-07-10,2021-08-06,2022-12-09,80310.81
CLM-10206,2022-09-16,2022-12-11,2023-10-12,80404.06
CLM-10009,2022-02-22,2022-03-08,2023-07-24,-4879.62
CLM-10469,2020-08-18,2020-10-31,2021-07-02,36721.96
CLM-10263,2022-05-02,2022-05-25,2022-09-04,9287.04
CLM-10019,2023-11-17,2023-12-03,2024-03-21,77704.91
CLM-10075,2021-06-20,2021-09-11,2022-06-30,28091.77
CLM-10196,2022-01-05,2022-02-18,2023-02-19,58296.08
CLM-10008,2022-06-09,2022-08-03,2023-07-29,67938.37
CLM-10433,2023-02-26,2023-04-18,2023-08-04,41970.35
CLM-10576,2022-12-16,2023-02-17,2024-03-11,10329.63
CLM-10091,2022-03-03,2022-05-07,2022-07-19,44197.9
CLM-10734,2020-05-02,2020-06-10,2021-01-06,35524.54
CLM-10370,2023-07-19,2023-08-05,2024-12-02,58119.5
CLM-10237,2024-04-20,2024-05-30,2024-12-01,-22498.16
CLM-10079,2020-08-20,2020-11-05,2021-07-20,22956.17
CLM-10546,2020-09-10,2020-12-03,2021-01-25,31932.72
CLM-10374,2022-01-12,2022-02-11,2023-02-27,10343.32
CLM-10412,2020-05-22,2020-05-24,2020-08-15,44512.84
CLM-10278,2022-12-07,2022-12-16,2023-03-03,52803.5
CLM-10563,2023-12-06,2024-02-26,2025-01-28,54455.51
CLM-10063,2021-08-14,2021-10-09,2022-02-05,-15779.65
CLM-10140,2021-08-19,2021-09-23,2022-06-27,82887.62
CLM-10518,2024-07-01,2024-08-11,2025-03-14,3065.83
CLM-10654,2021-12-04,2022-01-31,2023-11-10,67352.35
CLM-10532,2023-12-24,2024-02-25,2025-05-08,28094.65
CLM-10072,2021-07-24,2021-09-24,2022-04-07,-15961.01
CLM-10693,2024-03-20,2024-03-24,2024-06-03,-2631.8
CLM-10675,2023-03-27,2023-04-08,2023-09-08,10005.91
CLM-10001,2020-07-08,2020-09-11,2021-09-03,81199.1
CLM-10746,2024-05-04,2024-05-28,2025-05-17,-21584.79
CLM-10614,2022-11-17,2023-02-03,2023-06-27,5892.94
CLM-10250,2020-01-05,2020-03-11,2020-04-11,24999.88
CLM-10129,2020-03-20,2020-04-22,2020-07-01,55838.05
CLM-10467,2020-05-09,2020-07-25,2021-05-27,47233.24
CLM-10265,2022-10-11,2022-11-08,2023-01-03,83937.11
CLM-10005,2021-06-15,2021-07-16,2022-02-23,35151.6
CLM-10473,2021-02-10,2021-04-08,2021-08-07,71299.17
CLM-10103,2022-07-01,2022-07-12,2022-12-07,71858.51
CLM-10729,2023-05-19,2023-07-10,2024-05-05,3270.08
CLM-10065,2023-05-05,2023-07-30,2024-01-22,31052.26
CLM-10680,2022-12-29,2023-01-30,2023-08-14,13061.65
CLM-10010,2022-07-10,2022-09-21,2023-04-20,10179.08
CLM-10538,2021-12-30,2022-03-26,2022-07-05,30234.84
CLM-10243,2024-08-29,2024-09-11,2025-01-27,57570.11
CLM-10731,2020-04-05,2020-05-31,2021-12-07,51658.99
CLM-10270,2023-06-06,2023-08-19,2024-02-16,82994.42
CLM-10450,2021-07-26,2021-09-22,2022-01-02,15678.91
CLM-10242,2021-10-25,2022-01-17,2022-02-14,73189.43
CLM-10035,2023-06-12,2023-08-11,2024-05-25,26488.75
CLM-10490,2024-09-16,2024-09-23,2025-05-09,33350.01
CLM-10031,2020-06-09,2020-08-27,2020-10-29,34390.16
CLM-10354,2022-12-21,2022-12-23,2024-07-16,61991.0
CLM-10292,2020-04-20,2020-05-25,2021-05-03,60200.17
CLM-10188,2020-04-03,2020-05-28,2020-10-05,73268.1
CLM-10283,2022-06-16,,2024-03-05,64137.84
CLM-10674,2024-02-22,2024-04-09,2024-12-14,74469.25
CLM-10164,2023-05-27,2023-06-08,2025-02-02,61015.27
CLM-10105,2024-03-28,2024-05-31,2025-02-18,18581.05
CLM-10205,2020-05-07,2020-05-31,2022-02-25,52240.63
CLM-10745,2020-09-17,2020-11-16,2021-04-07,-1821.21
CLM-10136,2024-05-01,2024-06-03,2025-03-20,74692.52
CLM-10155,2022-10-26,2022-12-24,2023-07-09,-16303.81
CLM-10268,2023-11-02,2023-12-19,2023-09-24,68576.84
CLM-10358,2020-05-24,2020-08-17,2022-01-12,57445.34
CLM-10755,2020-07-02,,2020-11-03,8495.51
CLM-10286,2024-12-13,2025-02-15,2025-05-26,59143.49
CLM-10541,2020-09-07,2020-10-31,2021-08-25,14133.0
CLM-10051,2021-10-02,2021-12-29,2022-05-20,47577.45
CLM-10572,2022-01-05,2022-02-10,2022-03-09,39876.35
CLM-10029,2021-03-21,2021-03-31,2021-11-21,46274.97
CLM-10145,2020-01-21,2020-03-11,2020-06-19,66823.96
CLM-10767,2024-08-28,2024-10-26,2025-03-22,9113.46
CLM-10137,2023-01-10,2023-02-11,2024-09-10,61653.53
CLM-10490,2024-09-16,2024-09-23,2025-04-01,64298.46
CLM-10180,2022-02-23,2022-04-26,2022-12-03,-16500.13
CLM-10623,2023-07-24,2023-09-09,2024-07-04,65985.08
CLM-10144,2022-04-24,,2022-05-14,23346.19
CLM-10194,2024-08-10,2024-08-16,2024-09-16,62405.84
CLM-10114,2022-11-15,2023-01-03,2023-04-07,83910.29
CLM-10505,2021-11-07,2022-02-01,2022-06-18,-5683.04
CLM-10182,2024-04-04,2024-04-15,2025-03-24,11302.05
CLM-10028,2020-03-02,2020-05-30,2020-11-27,53558.09
CLM-10221,2022-02-14,2022-04-25,2023-01-28,60923.62
CLM-10660,2023-06-23,2023-06-29,2023-12-29,4102.38
CLM-10523,2021-06-09,2021-08-23,2022-06-01,24203.42
CLM-10630,2023-01-27,,2023-07-05,2796.67
CLM-10726,2021-09-17,2021-11-10,2023-08-04,19293.2
CLM-10138,2023-02-27,2023-05-07,2024-10-15,33760.05
CLM-10010,2022-07-10,2022-09-21,2022-12-29,2978.83
CLM-10552,2023-07-20,2023-10-15,2024-11-09,70511.6
CLM-10359,2023-06-21,2023-09-18,2024-01-04,80081.96
CLM-10105,2024-03-28,2024-05-31,2025-04-03,10808.39
CLM-10057,2020-05-31,2020-06-23,2020-10-03,35233.94
CLM-10479,2023-11-13,2023-11-27,2024-09-23,46445.91
CLM-10771,2022-08-19,2022-09-08,2022-10-24,80054.43
CLM-10236,2023-10-20,2023-12-17,2024-02-29,37565.34
CLM-10026,2022-11-30,2023-01-14,2024-01-21,-12309.27
CLM-10634,2020-07-08,2020-08-17,2021-02-18,-24257.72
CLM-10770,2023-07-08,2023-08-18,2023-12-03,56897.29
CLM-10536,2024-09-19,2024-11-22,2024-12-20,33718.12
CLM-10610,2023-10-29,2023-11-12,2024-02-18,59243.31
CLM-10733,2021-09-06,2021-10-18,2022-06-11,79871.12
CLM-10782,2023-12-30,2024-01-19,2024-10-21,54476.08
CLM-10387,2022-08-14,2022-09-25,2023-07-09,65382.5
CLM-10313,2024-08-29,2024-10-06,2025-04-28,71122.2
CLM-10028,2020-03-02,2020-05-30,2020-07-02,39264.6
CLM-10630,2023-01-27,,2023-08-31,29406.88
CLM-10354,2022-12-21,2022-12-23,2023-11-26,82295.02
CLM-10348,2024-09-14,2024-09-30,2025-02-03,71276.43
CLM-10603,2022-01-03,2022-02-24,2023-05-24,-11247.51
CLM-10064,2023-04-21,2023-04-22,2023-04-11,48510.43
CLM-10697,2023-11-11,2024-01-28,2024-10-25,14996.83
CLM-10153,2021-02-21,2021-03-24,2021-11-21,-22834.22
CLM-10230,2020-09-27,2020-11-09,2021-03-25,34228.55
CLM-10272,2021-01-23,,2021-04-21,59499.29
CLM-10780,2022-07-08,2022-08-04,2022-09-21,66925.73
CLM-10079,2020-08-20,2020-11-05,2021-05-14,16787.56
CLM-10325,2023-06-18,2023-08-06,2023-12-06,24176.39
CLM-10379,2020-05-27,2020-08-22,2020-11-30,49093.09
CLM-10666,2022-01-27,2022-03-02,2022-07-19,11732.53
CLM-10272,2021-01-23,,2021-05-10,28667.52
CLM-10532,2023-12-24,2024-02-25,2024-10-26,67385.24
CLM-10466,2021-04-19,2021-05-20,2022-02-08,73124.78
CLM-10707,2020-02-20,2020-04-20,2021-02-02,44100.02
CLM-10451,2022-11-29,2023-01-10,2023-07-23,81110.42
CLM-10789,2024-06-14,2024-09-05,2025-01-24,10075.71
CLM-10007,2022-12-13,2023-01-27,2023-07-01,6903.94
CLM-10786,2023-02-07,2023-04-13,2024-06-03,35073.19
CLM-10430,2020-05-28,2020-07-12,2021-06-25,78800.15
CLM-10253,2021-09-30,2021-11-04,2022-11-22,29211.03
CLM-10246,2024-07-16,2024-09-10,2024-11-15,58881.29
CLM-10648,2022-06-02,2022-07-31,2022-12-06,53291.54
CLM-10255,2020-09-29,2020-10-29,2021-05-15,59149.56
CLM-10332,2023-04-25,2023-06-10,2025-01-02,24138.24
CLM-10688,2020-01-02,2020-02-21,2020-08-05,50559.83
CLM-10113,2020-02-04,2020-04-04,2021-02-05,38336.66
CLM-10533,2022-07-26,2022-07-30,2022-12-18,76360.92
CLM-10239,2023-09-22,2023-11-08,2024-06-30,7077.23
CLM-10312,2021-07-01,2021-08-18,2022-08-21,11583.8
CLM-10140,2021-08-19,2021-09-23,2022-02-07,44404.92
CLM-10571,2021-04-23,2021-04-25,2021-08-02,-6577.31
CLM-10045,2021-10-18,2021-11-28,2022-03-26,5865.46
CLM-10397,2022-01-28,2022-02-23,2022-06-25,4594.5
CLM-10553,2022-12-07,2023-02-16,2023-10-26,37833.99
CLM-10781,2021-12-31,2022-01-08,2022-08-03,45695.43
CLM-10008,2022-06-09,2022-08-03,2023-12-06,72740.39
CLM-10475,2022-10-21,2022-12-25,2024-01-11,6779.94
CLM-10095,2020-09-01,2020-11-10,2022-02-16,-1722.88
CLM-10358,2020-05-24,2020-08-17,2021-07-01,36122.56
CLM-10423,2023-03-17,2023-03-28,2023-10-22,73149.71
CLM-10457,2023-05-27,2023-08-16,2024-04-17,28340.44
CLM-10484,2023-01-23,2023-03-30,2024-03-17,37470.69
CLM-10252,2022-08-02,2022-10-01,2023-11-19,27034.91
CLM-10379,2020-05-27,2020-08-22,2021-04-12,47990.4
CLM-10610,2023-10-29,2023-11-12,2024-04-25,74114.41
CLM-10523,2021-06-09,2021-08-23,2021-09-22,56582.41
CLM-10017,2022-07-26,,2023-02-23,-21975.35
CLM-10472,2023-03-07,2023-05-19,2023-08-11,7595.25
CLM-10453,2022-02-14,2022-03-16,2022-08-07,-23060.95
CLM-10330,2021-09-09,2021-10-11,2022-01-24,17074.87
CLM-10609,2022-01-13,2022-01-28,2022-05-12,-1988.41
CLM-10369,2024-08-21,2024-09-14,2025-03-27,79550.12
CLM-10002,2024-02-07,2024-02-13,2024-09-21,83780.65
CLM-10126,2022-12-11,2023-02-05,2023-07-09,51443.41
CLM-10412,2020-05-22,2020-05-24,2020-11-16,8999.3
CLM-10019,2023-11-17,2023-12-03,2024-05-12,74687.11
CLM-10137,2023-01-10,2023-02-11,2023-11-15,60421.42
CLM-10683,2021-08-10,2021-09-20,2022-10-28,13761.23
CLM-10327,2024-05-12,,2025-01-14,61427.45
CLM-10650,2021-06-25,2021-07-31,2022-02-26,8018.87
CLM-10616,2021-02-04,2021-03-08,2021-08-15,13207.97
CLM-10331,2020-01-09,2020-01-20,2020-11-04,-8744.89
CLM-10411,2020-05-25,,2021-04-10,-21269.49
CLM-10466,2021-04-19,2021-05-20,2021-10-23,-17609.4
CLM-10459,2020-01-06,2020-03-05,2021-03-20,64640.27
CLM-10327,2024-05-12,,2024-05-30,76333.22
CLM-10410,2023-09-28,2023-12-10,2024-08-06,76929.55
CLM-10132,2020-11-29,2021-02-21,2022-02-13,-10949.7
CLM-10540,2022-06-01,2022-08-13,2022-11-09,84229.57
CLM-10260,2021-03-10,2021-05-26,2021-11-24,30422.77
CLM-10640,2023-11-08,2023-11-09,2024-02-04,21900.03
CLM-10477,2023-08-02,2023-08-04,2023-09-06,60137.71
CLM-10479,2023-11-13,2023-11-27,2024-04-18,71683.46
CLM-10275,2023-10-12,2023-12-31,2024-10-07,56680.19
CLM-10610,2023-10-29,2023-11-12,2024-09-20,6844.23
CLM-10782,2023-12-30,2024-01-19,2024-03-24,10917.52
CLM-10376,2022-02-08,2022-04-30,2022-06-19,14177.48
CLM-10302,2024-03-19,2024-04-09,2024-08-04,32567.56
CLM-10168,2023-07-28,2023-08-10,2023-12-26,2273.07
CLM-10091,2022-03-03,2022-05-07,2022-12-16,25560.16
CLM-10771,2022-08-19,2022-09-08,2023-02-24,51795.42
CLM-10114,2022-11-15,2023-01-03,2023-12-19,36483.88
CLM-10081,2022-03-12,2022-03-30,2022-11-26,46396.3
CLM-10780,2022-07-08,2022-08-04,2023-04-08,61615.53
CLM-10304,2020-11-07,2020-11-30,2021-06-05,12895.5
CLM-10114,2022-11-15,2023-01-03,2023-09-28,4338.48
CLM-10552,2023-07-20,2023-10-15,2024-07-03,50445.85
CLM-10579,2020-07-05,2020-08-15,2020-12-04,5371.0
CLM-10622,2023-03-12,2023-03-27,2024-07-12,12035.91
CLM-10301,2023-08-02,2023-09-16,2024-07-21,60834.43
CLM-10333,2020-08-21,2020-10-11,2020-12-20,12201.99
CLM-10603,2022-01-03,2022-02-24,2022-08-28,60666.13
CLM-10668,2020-02-09,2020-02-23,2020-10-28,74825.58
CLM-10657,2023-02-24,2023-05-21,2024-05-30,-14047.33
CLM-10337,2023-10-07,2023-12-27,2024-04-01,76638.59
CLM-10723,2024-02-26,2024-03-30,2025-03-26,-14216.9
CLM-10355,2023-03-23,2023-04-15,2023-11-16,20957.37
CLM-10058,2021-04-10,2021-04-27,2021-12-06,79602.53
CLM-10685,2020-03-16,2020-03-17,2021-08-14,40131.66
CLM-10005,2021-06-15,2021-07-16,2021-08-25,38081.86
CLM-10275,2023-10-12,2023-12-31,2024-12-21,9015.01
CLM-10262,2022-10-24,2022-12-02,2023-06-17,77395.07
CLM-10354,2022-12-21,2022-12-23,2024-10-19,6564.81
CLM-10227,2023-10-02,,2024-06-21,48863.91
CLM-10423,2023-03-17,2023-03-28,2023-05-25,75369.9
CLM-10227,2023-10-02,,2024-01-20,40351.35
CLM-10289,2021-10-20,2021-12-22,2022-01-18,16970.44
CLM-10499,2023-01-08,2023-03-19,2024-03-20,5343.31
CLM-10213,2023-06-19,2023-07-13,2024-05-23,22128.45
CLM-10054,2021-04-24,2021-05-10,2021-08-10,65856.89
CLM-10240,2021-10-03,2021-12-16,2022-03-26,80512.89
CLM-10374,2022-01-12,2022-02-11,2022-05-09,23015.34
CLM-10371,2020-05-14,2020-06-27,2021-08-01,45292.95
CLM-10426,2023-10-14,2023-11-25,2024-08-09,-15224.91
CLM-10405,2021-01-28,2021-03-04,2022-03-18,46862.19
CLM-10030,2023-06-22,2023-07-19,2024-05-30,15901.44
CLM-10228,2020-02-22,2020-03-12,2020-09-04,35573.15
CLM-10654,2021-12-04,2022-01-31,2023-02-11,4770.35
CLM-10623,2023-07-24,2023-09-09,2023-12-18,19833.73
CLM-10541,2020-09-07,2020-10-31,2021-03-18,52322.56
CLM-10377,2020-05-25,2020-07-25,2021-04-05,59760.08
CLM-10599,2022-04-16,2022-06-04,2022-07-05,48441.14
CLM-10583,2022-01-23,2022-04-19,2022-09-21,16816.85
CLM-10185,2023-05-04,2023-05-09,2024-10-30,73136.23
CLM-10512,2020-04-05,2020-05-13,2020-07-16,25016.41
CLM-10082,2023-06-17,2023-08-04,2024-03-09,-12037.14
CLM-10487,2021-03-17,2021-05-22,2022-03-25,53005.56
CLM-10285,2020-12-02,2021-02-21,2021-05-10,6606.64
CLM-10444,2021-02-15,2021-04-08,2022-03-03,3506.31
CLM-10365,2021-08-01,2021-08-17,2022-12-23,28943.05
CLM-10356,2020-02-16,2020-03-08,2020-10-26,32901.13
CLM-10346,2022-10-15,,2023-08-13,81665.27
CLM-10473,2021-02-10,2021-04-08,2022-02-28,20548.79
CLM-10478,2020-09-23,2020-12-14,2021-02-23,69814.97
CLM-10142,2021-02-14,2021-04-15,2021-07-26,59632.88
CLM-10552,2023-07-20,2023-10-15,2024-10-19,80226.09
CLM-10484,2023-01-23,2023-03-30,2023-10-13,58556.17
CLM-10593,2021-03-11,2021-05-26,2021-08-08,34101.74
CLM-10486,2022-01-13,2022-02-05,2022-03-07,61154.6
CLM-10702,2022-07-14,2022-07-29,2023-01-12,66690.9
CLM-10677,2024-05-25,2024-07-30,2025-03-03,53113.67
CLM-10342,2022-09-06,2022-11-15,2023-03-23,-11203.82
CLM-10668,2020-02-09,2020-02-23,2020-07-04,-5754.22
CLM-10276,2022-06-03,2022-08-28,2023-01-24,69216.25
CLM-10666,2022-01-27,2022-03-02,2022-12-31,39500.63
CLM-10356,2020-02-16,2020-03-08,2020-10-08,55738.95
CLM-10457,2023-05-27,2023-08-16,2023-10-23,46082.73
CLM-10468,2023-04-09,2023-05-27,2023-09-15,-13613.88
CLM-10115,2024-01-09,2024-02-23,2025-03-19,14722.27
CLM-10006,2024-06-27,2024-08-13,2024-09-21,33481.2
CLM-10265,2022-10-11,2022-11-08,2023-03-14,27386.58
CLM-10787,2022-05-27,,2023-07-12,4398.77
CLM-10407,2021-01-21,2021-04-02,2021-12-10,42342.0
CLM-10120,2024-05-22,2024-05-31,2024-11-01,81353.39
CLM-10410,2023-09-28,2023-12-10,2024-06-14,21078.04
CLM-10750,2023-10-11,2024-01-07,2024-08-26,8078.47
CLM-10311,2020-12-29,2021-01-17,2021-10-02,13363.96
CLM-10440,2020-11-24,2021-01-09,2021-08-22,68990.3
CLM-10029,2021-03-21,2021-03-31,2022-05-31,37610.56
CLM-10297,2024-01-11,2024-02-17,2024-08-09,48518.9
CLM-10127,2023-07-03,2023-07-11,2024-10-19,4949.71
CLM-10672,2021-07-09,2021-08-25,2022-02-22,32379.4
CLM-10783,2023-05-31,2023-07-12,2024-04-30,24796.1
CLM-10593,2021-03-11,2021-05-26,2022-01-20,39061.68
CLM-10728,2021-10-14,2021-12-24,2022-03-22,26693.26
CLM-10534,2021-04-08,2021-04-10,2022-04-20,84139.28
CLM-10469,2020-08-18,2020-10-31,2021-04-09,29709.53
CLM-10769,2024-02-01,2024-04-02,2024-06-29,54754.05
CLM-10583,2022-01-23,2022-04-19,2022-05-24,54733.95
CLM-10375,2021-01-24,2021-04-03,2021-05-21,72956.15
CLM-10115,2024-01-09,2024-02-23,2024-09-08,11105.92
CLM-10646,2021-06-05,2021-08-10,2022-03-26,11518.38
CLM-10619,2022-07-06,2022-07-10,2023-04-29,65997.73
CLM-10292,2020-04-20,2020-05-25,2022-02-02,-5805.07
CLM-10203,2021-06-26,2021-07-27,2022-02-09,16694.01
CLM-10169,2021-03-20,2021-04-11,2022-02-16,69897.87
CLM-10144,2022-04-24,,2022-10-03,-11467.93
CLM-10601,2021-10-19,2021-12-26,2022-09-06,62382.78
CLM-10177,2020-02-03,2020-03-24,2021-09-11,-14574.46
CLM-10471,2023-07-20,2023-07-24,2024-04-07,63230.99
CLM-10358,2020-05-24,2020-08-17,2021-08-25,71147.63
CLM-10462,2020-07-23,2020-08-15,2020-10-21,-17586.47
CLM-10040,2022-01-05,,2023-04-11,60315.89
CLM-10185,2023-05-04,2023-05-09,2024-08-12,74997.29
CLM-10752,2021-01-26,2021-03-05,2021-07-01,13005.65
CLM-10751,2024-03-24,2024-05-25,2024-11-22,-12587.76
CLM-10353,2020-04-10,2020-07-04,2020-10-06,7198.4
CLM-10743,2023-05-19,2023-08-15,2024-08-20,63311.6
CLM-10189,2024-06-29,,2025-02-18,55024.15
CLM-10049,2021-03-15,2021-06-04,2021-07-04,31104.58
CLM-10175,2021-11-06,2021-11-19,2022-05-31,49421.15
CLM-10408,2020-04-25,2020-07-07,2021-06-01,-20570.26
CLM-10151,2022-07-14,2022-09-25,2023-08-26,-6098.94
CLM-10241,2021-01-14,2021-04-13,2021-12-13,59423.71
CLM-10779,2023-07-09,2023-09-12,2024-01-30,-9411.81
CLM-10090,2020-03-13,2020-06-01,2020-11-02,-22172.41
CLM-10169,2021-03-20,2021-04-11,2021-08-26,2702328.33
CLM-10738,2020-12-21,2021-02-27,2021-04-11,55006.07
CLM-10589,2020-01-24,2020-04-20,2020-09-15,6410.71
CLM-10201,2024-11-01,2025-01-21,2025-05-17,31502.94
CLM-10559,2023-09-22,2023-10-25,2024-02-09,59579.3
CLM-10001,2020-07-08,2020-09-11,2021-11-18,64061.13
CLM-10489,2021-06-29,2021-07-21,2021-12-22,4616.06
CLM-10109,2020-09-29,2020-10-24,2021-09-03,50902.25
CLM-10733,2021-09-06,2021-10-18,2022-01-20,48250.2
CLM-10387,2022-08-14,2022-09-25,2023-03-23,46263.21
CLM-10353,2020-04-10,2020-07-04,2021-05-06,37107.07
CLM-10084,2022-06-24,2022-08-20,2022-12-31,15845.77
CLM-10730,2020-03-13,2020-03-31,2021-03-17,47193.29
CLM-10632,2020-11-27,2021-02-19,2022-07-17,-13288.74
CLM-10743,2023-05-19,2023-08-15,2025-01-07,-23496.17
CLM-10187,2020-07-28,2020-08-05,2020-12-19,-12173.7
CLM-10325,2023-06-18,2023-08-06,2024-05-01,42090.53
CLM-10364,2024-06-19,2024-07-06,2024-09-03,-12473.59
CLM-10641,2020-01-14,2020-04-05,2020-11-07,57686.34
CLM-10247,2023-06-10,2023-09-03,2023-10-25,16929.89
CLM-10231,2021-01-02,2021-02-19,2022-02-28,45243.95
CLM-10231,2021-01-02,2021-02-19,2021-11-14,-3593.11
CLM-10351,2020-01-23,2020-01-25,2020-07-08,20288.24
CLM-10216,2020-12-26,2021-01-26,2022-02-10,79985.68
CLM-10742,2024-05-23,2024-06-24,2024-12-12,34073.52
CLM-10071,2022-07-07,2022-07-11,2022-09-02,-14358.49
CLM-10176,2023-10-06,2023-11-14,2024-11-23,22718.4
CLM-10495,2020-05-14,2020-08-08,2022-06-07,31233.02
CLM-10745,2020-09-17,2020-11-16,2021-04-22,53844.09
CLM-10537,2020-09-21,2020-09-23,2021-03-10,8226.04
CLM-10009,2022-02-22,2022-03-08,2022-09-13,19601.76
CLM-10393,2020-05-19,2020-06-04,2020-12-11,1342831.87
CLM-10753,2022-06-29,2022-08-01,2023-07-12,-18212.47
CLM-10183,2024-10-14,2024-10-22,2025-04-10,29343.46
CLM-10343,2022-03-08,2022-05-10,2023-04-21,39672.26
CLM-10732,2024-04-29,2024-05-02,2024-08-26,80389.34
CLM-10152,2021-03-28,2021-04-15,2021-10-01,27393.06
CLM-10277,2023-05-27,2023-07-24,2023-09-20,61773.29
CLM-10733,2021-09-06,2021-10-18,2022-11-13,46551.18
CLM-10736,2021-11-10,2022-01-29,2022-05-31,51260.7
CLM-10339,2024-08-14,2024-08-24,2024-12-14,69316.77
CLM-10716,2021-05-12,2021-08-06,2021-11-22,73924.8
CLM-10358,2020-05-24,2020-08-17,2020-04-11,41963.93
CLM-10438,2021-10-20,2021-11-28,2022-08-20,31567.95
CLM-10587,2020-08-02,,2021-04-24,8098.69
CLM-10270,2023-06-06,2023-08-19,2024-10-28,37089.67
CLM-10734,2020-05-02,2020-06-10,2020-09-23,45802.84
CLM-10576,2022-12-16,2023-02-17,2023-03-06,50796.58
CLM-10744,2020-01-22,2020-03-10,2020-08-20,83672.57
CLM-10655,2022-01-16,2022-03-18,2022-05-09,-17096.45
CLM-10680,2022-12-29,2023-01-30,2023-09-09,41297.78
CLM-10692,2021-08-14,2021-11-11,2022-05-07,78584.4
CLM-10775,2022-05-02,2022-07-26,2022-12-15,83937.35
CLM-10099,2022-04-18,2022-07-05,2023-10-28,-22839.16
CLM-10040,2022-01-05,,2022-06-25,46261.71
CLM-10219,2024-08-21,2024-10-20,2025-05-13,47571.96
CLM-10066,2024-05-14,2024-07-16,2024-11-26,38337.87
CLM-10205,2020-05-07,2020-05-31,2022-08-10,50602.97
CLM-10429,2020-04-12,2020-06-20,2021-06-16,14840.83
CLM-10520,2023-01-27,2023-04-12,2024-01-05,80722.32
CLM-10657,2023-02-24,2023-05-21,2024-08-04,54518.35
CLM-10078,2023-04-06,2023-05-26,2023-10-11,35225.22
CLM-10639,2021-05-03,2021-07-09,2021-09-30,78650.98
CLM-10267,2020-04-20,2020-04-21,2020-08-28,-15858.6
CLM-10112,2022-08-24,2022-10-23,2024-04-09,77303.69
CLM-10092,2020-06-15,2020-09-08,2021-02-15,82665.47
CLM-10607,2024-01-21,2024-02-22,2024-07-10,13643.45
CLM-10118,2024-12-20,2025-01-20,2025-05-04,47681.92
CLM-10210,2021-07-05,2021-08-03,2022-04-20,47872.95
CLM-10179,2022-05-13,2022-07-28,2023-02-02,53382.98
CLM-10465,2021-08-14,2021-11-02,2023-01-23,52995.25
CLM-10515,2023-11-02,2023-12-02,2024-02-01,-4230.82
CLM-10124,2023-12-09,2024-01-19,2024-12-24,25198.1
CLM-10544,2024-07-25,2024-09-14,2025-04-08,-19266.72
CLM-10308,2023-06-13,2023-08-18,2024-04-22,19723.4
CLM-10078,2023-04-06,2023-05-26,2024-10-31,54045.89
CLM-10391,2024-09-06,2024-09-10,2025-04-02,65165.32
CLM-10102,2022-07-01,2022-07-05,2022-09-14,-10464.8
CLM-10549,2020-05-22,2020-06-14,2020-10-19,67431.84
